Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate
Females,All Races,Missouri,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,394873,.,.
Females,All Races,Missouri,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,11,388754,2.83,2.787070192
Females,All Races,Missouri,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,11,385203,2.86,2.846453471
Females,All Races,Missouri,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,11,383345,2.87,2.867426968
Females,All Races,Missouri,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,16,382569,4.18,4.142676672
Females,All Races,Missouri,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,23,382727,6.01,5.96428784
Females,All Races,Missouri,Both,Ages 10 to 19,1999,2016,Suicide Injury,,182,7180114,2.53,.
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,13,72871,17.84,17.7012803
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,14,72607,19.28,19.22760731
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,73214,.,.
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,12,72383,16.58,16.00715433
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,11,71771,15.33,14.69848372
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,11,71044,15.48,14.71368745
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,16,70001,22.86,22.26922767
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,69067,.,.
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,68377,.,.
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,67793,.,.
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,12,66919,17.93,17.12293599
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,13,66135,19.66,19.17238509
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,66106,.,.
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,65306,.,.
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,12,64975,18.47,17.90308355
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,12,64826,18.51,18.12738695
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,12,64881,18.5,18.23420099
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,22,65351,33.66,33.31521675
Males,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,,209,1233627,16.94,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,68502,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,68282,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,68726,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,67999,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,67334,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,66466,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,65571,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,64748,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,64238,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,63506,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,62737,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,61713,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,61457,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,60973,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,60741,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,60664,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,60826,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,61244,.,.
Females,All Races,Montana,Both,Ages 10 to 19,1999,2016,Suicide Injury,,60,1155727,5.19,.
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,15,135971,11.03,10.73959296
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,14,135764,10.31,10.10661649
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,17,136714,12.43,12.03449603
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,12,136191,8.81,8.561729544
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,16,135399,11.82,11.596997
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,15,134128,11.18,10.98839577
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,21,132863,15.81,15.46388025
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,24,131675,18.23,17.76555455
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,12,130672,9.18,8.807094218
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,11,129891,8.47,8.105605527
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,129217,.,.
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,128719,.,.
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,10,129912,7.7,7.474897541
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,15,129839,11.55,11.42574676
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,13,130281,9.98,9.91905991
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,14,131169,10.67,10.66684866
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,13,131873,9.86,9.865317905
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,12,133123,9.01,9.01557359
Males,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,,247,2383401,10.36,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,128847,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,128658,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,129632,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,129354,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,128347,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,127352,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,126326,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,125092,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,124320,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,123571,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,123495,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,122917,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,124186,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,124425,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,124796,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,125499,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,126425,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,127521,.,.
Females,All Races,Nebraska,Both,Ages 10 to 19,1999,2016,Suicide Injury,,59,2270763,2.6,.
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,12,131752,9.11,9.354369124
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,11,138867,7.92,8.071917557
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,144790,.,.
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,10,151041,6.62,6.843582023
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,19,156974,12.1,12.55426485
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,13,164645,7.9,8.215691332
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,22,171021,12.86,13.15596099
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,22,177507,12.39,12.55795517
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,14,182936,7.65,7.685294733
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,10,185829,5.38,5.367743864
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,10,187505,5.33,5.314913025
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,10,187745,5.33,5.292039232
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,23,184897,12.44,12.49221392
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,11,184152,5.97,6.006253684
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,15,183966,8.15,8.223607841
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,19,184573,10.29,10.43074967
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,14,185225,7.56,7.639775828
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,19,187619,10.13,10.22778664
Males,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,,S,3091044,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,123666,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,130183,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,135007,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,140459,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,146921,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,153802,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,159945,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,166769,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,172499,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,175519,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,177548,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,178028,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,10,174364,5.74,5.755128026
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,173807,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,174157,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,175285,.,.
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,14,176565,7.93,7.996924387
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,12,178568,6.72,6.692899678
Females,All Races,Nevada,Both,Ages 10 to 19,1999,2016,Suicide Injury,,104,2913092,3.57,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,90064,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,10,92073,10.86,11.07612906
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,11,94388,11.65,11.92001446
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,10,95646,10.46,10.55784562
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,96628,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,96870,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,96969,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,96498,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,95861,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,94563,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,93159,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,10,91361,10.95,10.51850325
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,90335,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,88957,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,87249,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,85914,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,84313,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,83143,.,.
Males,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,,123,1653991,7.44,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,86872,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,88768,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,90786,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,92137,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,92525,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,92636,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,92497,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,91948,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,91068,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,89873,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,88210,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,86877,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,86151,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,85036,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,83579,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,82487,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,81208,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,80144,.,.
Females,All Races,New Hampshire,Both,Ages 10 to 19,1999,2016,Suicide Injury,,35,1582802,2.21,.
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,17,563774,3.02,3.110353964
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,29,575125,5.04,5.223945304
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,13,588848,2.21,2.293356039
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,17,599086,2.84,2.978927203
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,16,607110,2.64,2.734904227
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,31,613259,5.05,5.176767924
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,26,617312,4.21,4.254333303
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,19,618229,3.07,3.07360247
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,23,617488,3.72,3.682122799
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,18,615159,2.93,2.894720238
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,27,612377,4.41,4.319066668
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,29,609660,4.76,4.679907427
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,24,606567,3.96,3.881036953
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,24,600187,4,3.923972662
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,26,594163,4.38,4.315666396
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,21,590175,3.56,3.516449316
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,20,585058,3.42,3.382742598
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,23,581537,3.96,3.914864741
Males,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,,403,10795114,3.73,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,532618,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,543333,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,556172,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,566900,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,574655,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,580362,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,583276,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,584770,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,583768,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,581504,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,578079,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,575774,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,11,573978,1.92,1.898393668
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,569181,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,564586,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,18,561306,3.21,3.201560654
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,15,557450,2.69,2.684113884
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,554041,.,.
Females,All Races,New Jersey,Both,Ages 10 to 19,1999,2016,Suicide Injury,,117,10221753,1.14,.
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,25,150027,16.66,16.5978789
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,30,149824,20.02,20.02957958
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,20,151005,13.24,13.14259328
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,20,151849,13.17,12.9702464
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,26,151957,17.11,16.98814318
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,39,151584,25.73,25.31837277
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,23,151156,15.22,14.94716269
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,27,150321,17.96,17.35943928
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,32,149158,21.45,20.90695455
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,33,148604,22.21,21.37701895
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,22,148581,14.81,14.35135148
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,20,148813,13.44,12.99592361
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,22,147563,14.91,14.60646978
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,25,146160,17.1,16.87833235
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,21,144206,14.56,14.50164336
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,19,142822,13.3,13.28064894
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,20,141950,14.09,14.02204533
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,16,141638,11.3,11.22063638
Males,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,,440,2667218,16.5,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,143052,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,143095,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,143696,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,144106,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,144430,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,144520,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,144004,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,143747,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,143161,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,142677,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,142462,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,142739,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,141395,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,139736,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,138261,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,137006,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,10,136349,7.33,7.342399789
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,135886,.,.
Females,All Races,New Mexico,Both,Ages 10 to 19,1999,2016,Suicide Injury,,110,2550322,4.31,.
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,52,1323004,3.93,3.940722309
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,66,1346475,4.9,4.943252682
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,65,1364062,4.77,4.822529694
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,60,1377355,4.36,4.412609061
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,51,1384175,3.68,3.72464064
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,61,1383609,4.41,4.407933364
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,53,1378326,3.85,3.789784706
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,48,1370164,3.5,3.413075414
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,44,1358474,3.24,3.090751308
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,40,1346697,2.97,2.827072413
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,49,1331900,3.68,3.463466247
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,52,1318791,3.94,3.735291142
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,68,1295336,5.25,5.027257127
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,61,1276360,4.78,4.583593345
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,50,1258279,3.97,3.885032055
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,53,1242462,4.27,4.131402466
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,48,1229168,3.91,3.791858393
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,66,1218287,5.42,5.30572928
Males,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,,987,23802924,4.15,.
Females,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,17,1255418,1.35,1.360671579
Females,All Races,New York,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,1277078,.,.
